	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
220	zntRALE	PM01	B03	M9 minimal media no C source	R1	Glycerol	C00116	CAS 56-81-5	11.0	11.0	11.0	11.0	11.6078	13.2004	16.3951	18.7175	26.636	31.8002	34.8434	42.6711	54.5144	57.56	63.3465	76.2202	78.5716	86.3517	81.1462	79.0051	90.3359	110.3689	122.7334	125.8898	123.0597	137.1999	140.5558	145.7671	145.2394	158.3359	164.8117	161.3564	168.7966	176.0853	181.2644	184.3786	188.638	189.205	191.0311	193.5219	194.6643	197.2634	203.5341	209.0626	208.5212	211.2404	202.2275	204.6261	203.1964	214.4974	214.7028	220.2737	215.5971	213.2653	206.0725	212.2377	219.5812	220.0871	217.4461	214.2538	222.2694	220.6878	223.4026	226.8143	230.5405	214.2931	214.6485	227.7084	229.6127	227.4331	215.6669	220.8427	214.66	230.7181	221.7425	225.4345	228.0288	219.4165	221.6937	217.9058	226.0887	226.1744	221.951	217.0724	210.8954	217.6993	227.5284	230.301	228.2423	224.7926	226.2248	227.8636	223.211	229.1856	227.8866	226.3963	228.26	222.4497	227.8678	228.6357	229.0542	231.3036	225.5618	224.4557	226.4255	225.6553	227.6813	229.6686	223.05	222.628	218.1717	227.5632	228.5036	228.9619	231.0652	230.1401	227.8718	231.058	233.1327	229.4399	232.7782	228.3153	230.1897	230.4582	235.1394	231.7134	233.1416	234.9359	234.9171	234.9861	232.0882	237.0044	242.7332	244.1875	240.8996	243.3496	238.6728	240.908	242.4816	239.662	240.216	239.1297	236.0592	240.4225	241.3109	239.5904	237.7743	240.0049	240.491	242.2836	240.7113	243.4108	242.5056	242.9765	243.3831	244.4098	248.6702	245.8906	242.5798	243.4811	248.9211	246.7148	246.0508	245.6101	246.1187	249.2853	245.9886	248.8393	244.546	247.3543	246.8841	246.5192	244.1081	245.5438	245.7739	244.3834	247.0573	250.0806	246.3434	251.0171	248.9317	249.8025	250.7271	247.2797	249.8528	245.3661	249.5257	249.0155	247.9329	250.9147	246.4173	249.0821	246.5141
221	zntRALE	PM01	B03	M9 minimal media no C source	R2	Glycerol	C00116	CAS 56-81-5	11.0	11.0	11.8885	11.0	11.5844	11.6776	14.8009	16.2206	23.0637	29.1568	40.7966	41.1615	49.2841	55.5903	60.488	74.2018	77.0078	82.3459	74.5946	76.8788	110.3434	107.7617	120.8675	119.7074	119.6241	136.7407	140.1255	143.2346	147.3535	150.817	157.525	160.101	165.331	172.8544	180.5517	178.6382	184.5063	181.8805	188.0548	193.8164	199.5063	198.421	196.6826	202.8639	209.5883	210.1228	205.854	211.0803	212.9449	208.3037	214.0542	211.5282	218.4583	216.2155	217.1292	214.3462	216.3227	209.1775	222.9096	224.8361	218.8261	219.4316	207.8358	216.137	222.454	221.6795	217.5406	221.7389	224.8978	223.3291	218.7301	224.461	222.0476	214.8231	212.7225	221.3045	221.6148	220.8541	219.6494	216.8012	223.2201	224.2468	219.1893	221.3633	220.8854	217.157	218.3851	222.1936	216.8448	220.7322	218.7385	219.2761	220.3674	216.2723	216.1403	214.6891	217.0211	212.2682	214.6537	214.5633	220.3529	215.5316	219.0485	212.8905	211.6374	218.8622	218.9939	224.0274	219.3058	220.3752	219.8008	218.8818	221.0711	218.2806	214.8729	214.496	215.6817	221.2244	217.3834	218.3754	217.0427	217.5959	214.6879	217.9598	218.2616	217.2729	217.0492	218.0178	218.5158	220.9458	220.0691	219.0771	218.4383	223.4531	217.7173	221.2994	223.9175	224.357	223.1728	224.6644	226.5474	224.6086	222.0991	224.7813	227.0178	221.802	223.5626	228.9047	226.5039	227.6831	232.5117	228.4289	224.5201	229.1443	228.9391	232.2392	232.6623	232.6862	229.3676	231.4674	233.772	232.9822	230.9307	231.9442	231.9191	233.2708	233.9804	233.6087	233.4931	236.6516	241.1425	236.4892	237.2655	238.3227	237.6874	235.9578	229.5502	238.1215	232.0611	233.6087	235.6313	233.9833	235.8758	235.2909	233.063	233.1916	236.5261	236.2201	234.8704	236.4535	239.4495	239.4669	238.9713
222	zntRALE	PM01	B04	M9 minimal media no C source	R1	L-Fucose	C01019	CAS 2438-80-4	12.2989	14.8114	15.8811	16.4235	15.9816	18.4445	18.9543	21.9714	28.8758	31.3255	38.2088	39.2742	48.3967	49.8577	52.901	53.8662	58.8967	69.4862	75.8343	83.3546	83.4298	88.4723	90.767	89.3589	95.9746	102.9712	108.8237	112.8166	116.048	117.3466	123.5301	124.6523	131.9121	133.0854	140.6957	141.7742	145.7991	148.6648	148.9184	149.4521	154.6783	155.0085	161.8997	159.5919	159.9724	167.5739	169.8371	183.9286	193.9635	198.9171	205.4696	213.6215	216.0838	218.5641	222.559	228.6876	231.4513	234.9869	239.9977	239.2683	248.3468	252.3604	255.6569	250.4004	255.7477	258.7295	261.0777	263.0311	263.3427	263.7271	266.1219	267.9738	272.2842	267.3227	269.8683	271.1088	268.8357	276.9177	274.2582	272.4175	278.0175	274.8109	270.8489	276.601	277.2303	273.9158	282.1847	280.3267	282.468	279.3234	281.4077	279.8192	279.4211	281.9604	282.6158	284.7391	282.5492	282.9974	286.7389	281.0285	282.4213	285.8833	283.7844	287.6165	288.8932	288.7662	289.3545	289.4339	283.4943	290.6128	286.3228	290.835	292.857	293.9464	287.5052	288.3919	287.8346	292.1504	290.0924	291.7334	293.1356	292.3	288.0425	290.4017	293.5233	290.5747	287.7703	290.4736	289.4939	289.9574	288.7001	290.5374	290.9493	289.6441	292.274	291.6652	289.7931	290.1164	288.7272	288.8438	289.6477	291.3567	290.3715	291.1165	288.2507	288.6958	290.1705	289.5623	291.5051	291.3342	289.3971	289.9433	289.7101	287.2984	288.5168	287.934	288.8524	291.7348	288.2313	288.6023	288.737	287.597	289.2286	287.0577	290.0912	290.5403	288.0985	288.5733	286.0738	287.3289	289.3469	288.9745	289.8365	286.7009	286.6357	287.736	285.7617	287.8788	285.361	287.8419	290.0047	282.2684	287.4507	285.4216	286.213	285.3695	286.8468	287.1601	285.3214	286.6731	283.6578	284.436	287.1014
223	zntRALE	PM01	B04	M9 minimal media no C source	R2	L-Fucose	C01019	CAS 2438-80-4	11.0621	11.5288	12.3689	11.0	15.6038	14.573	16.156	14.7021	22.132	28.8233	30.269	38.5383	43.2384	43.9448	48.0372	50.545	50.2017	70.003	71.8205	81.2163	82.2642	82.3596	90.4268	93.9609	97.2211	102.3855	107.1302	111.7536	111.0074	120.384	121.2572	127.4717	124.7381	131.1114	135.195	138.1688	143.0726	143.9262	146.0233	149.0732	154.7005	150.3148	157.2976	161.468	166.9442	164.0927	176.3091	186.3102	197.1833	203.3176	208.6468	209.963	215.516	222.0715	225.3778	229.811	234.9941	236.0575	240.1234	238.3263	241.7116	246.0552	246.8912	251.0692	254.6387	255.6846	253.9563	256.5297	258.8569	259.2605	261.9199	265.7937	264.7758	268.0941	267.3263	267.4309	269.7408	276.7188	271.8549	270.2736	270.6978	275.4995	274.6207	274.2318	275.6664	276.1371	279.59	279.4625	278.3027	280.3587	282.9289	280.7684	280.0647	280.8234	281.5402	279.7777	281.9786	279.6404	281.1311	285.954	284.3217	285.5734	287.0119	283.0415	284.1695	287.2939	285.1936	288.193	286.0294	288.989	289.7055	287.697	287.5977	286.1711	286.4849	286.6605	286.5595	285.3921	287.2735	286.505	288.5096	285.3639	285.835	284.4659	287.7427	285.0396	287.228	283.296	285.9412	286.0461	286.0741	285.1713	287.5972	285.4407	285.2797	285.6558	284.2435	286.9756	286.1344	283.9202	283.8376	281.7375	284.9337	286.603	285.4479	286.9822	287.9181	286.4207	285.7265	284.1401	286.0166	285.0566	282.3889	283.3918	283.3467	284.1472	284.5298	284.129	283.8364	284.893	287.6631	284.3441	283.0767	286.1944	282.2274	284.1697	284.569	284.0218	284.8365	287.6818	285.5481	285.1419	285.0631	284.5754	287.1404	285.6178	284.4769	284.7845	280.9205	283.87	282.8973	284.8014	281.147	283.0413	281.6539	282.1104	283.3965	282.2445	279.1021	282.1825	282.3519	283.6232	281.4717
224	zntRALE	PM01	B05	M9 minimal media no C source	R1	D-Glucuronic acid	C00191	CAS 14984-34-0	11.0	11.0	13.3469	13.0361	14.8695	16.8459	14.5109	22.5786	25.6647	26.7179	32.7412	37.5933	41.5045	45.875	40.8452	77.1761	71.723	79.1996	81.6994	81.6016	87.7464	92.3052	104.2747	101.5176	110.7169	115.3919	121.5355	125.4219	128.8422	140.8992	159.4838	175.6295	186.4784	191.1973	195.596	199.7532	206.5504	210.7528	216.3469	222.2813	228.2493	232.9327	233.7924	233.5246	242.6169	244.0565	241.5211	245.1945	246.3236	252.6568	251.876	253.9149	256.6288	259.0255	259.7994	261.7199	262.412	264.7165	268.9321	268.5028	272.9182	275.3472	274.0384	271.7429	275.2562	282.8645	280.2207	282.8041	282.2234	283.969	283.5127	283.1351	284.1609	284.4327	286.2506	287.8703	285.9008	285.9319	288.6346	290.2527	291.2044	287.815	292.0277	292.1538	295.7559	295.199	300.8264	297.9024	296.7285	298.0573	297.8898	296.749	294.8116	298.247	299.985	297.8328	304.4799	300.9261	300.3059	300.3004	302.8458	301.8354	301.8699	300.5977	302.1661	301.993	300.4267	302.1247	301.7944	300.163	301.3305	302.5792	301.6584	301.2896	306.4798	299.8961	301.0052	300.881	301.2241	300.9402	300.8424	302.628	299.8368	305.4995	304.1475	303.2385	301.9738	305.3962	305.6953	303.7004	305.6459	303.8814	303.0421	304.7628	303.5523	303.5856	305.755	303.8167	305.6409	301.8667	304.0604	304.5216	304.6558	303.7336	301.53	306.1693	305.0287	303.5964	304.1217	305.4516	304.0538	304.4635	309.1992	305.9152	305.4549	303.5175	303.4677	305.5402	305.2762	303.5016	305.3629	305.12	303.7515	304.8913	307.7093	307.1754	305.5492	305.7184	304.5299	303.0921	308.5748	306.2576	305.581	303.7549	307.8488	306.5512	306.7428	305.7158	303.5631	306.0663	309.4923	307.9203	308.4034	303.3823	306.2671	307.8224	305.3731	308.5343	306.9743	305.8238	305.856	305.3027	307.7995
225	zntRALE	PM01	B05	M9 minimal media no C source	R2	D-Glucuronic acid	C00191	CAS 14984-34-0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	15.9177	14.5685	19.2784	22.6469	28.8353	36.917	36.5794	42.6061	62.8886	63.3876	71.6917	69.8995	79.6158	79.7088	84.1138	97.9838	103.2308	106.3997	109.1555	117.4868	121.8196	130.5726	144.4857	165.1632	173.9644	183.169	194.9279	200.9773	205.5117	208.9522	213.623	215.5747	217.091	223.7726	223.5481	229.5834	230.7285	232.8233	232.8274	236.4465	239.8784	242.9531	247.7806	252.532	252.7079	255.0632	258.1119	258.4675	257.6244	261.4187	262.7224	263.1438	260.5416	264.1203	265.2509	264.3889	268.4448	269.9121	267.221	268.7365	271.21	272.4963	277.7328	275.484	278.1401	280.1709	280.7103	281.7982	280.0379	285.3361	287.0662	288.5451	288.452	289.142	294.0123	295.4662	297.3155	292.662	295.9073	297.9406	295.0121	292.8244	295.0075	297.114	296.443	293.6747	295.5238	292.1931	289.5591	293.443	290.612	290.4029	292.8256	293.0463	293.126	290.8277	292.1999	289.9719	296.6347	294.5266	293.9019	295.4972	295.9992	299.1884	295.4542	296.5333	295.5183	296.1761	295.3409	299.4238	299.7676	298.6347	300.3988	298.6873	296.9348	297.7287	297.3276	298.5462	299.2099	298.0764	297.3885	298.2652	299.0356	296.4952	299.9003	296.4294	299.1575	301.3989	301.2635	300.0077	300.4349	300.099	301.9843	304.1944	298.0634	299.8252	300.1597	302.2461	297.716	301.4113	302.5103	300.0309	300.5399	304.4922	300.5161	298.9898	300.6657	300.4881	301.9169	302.1636	302.5908	301.2903	302.5856	303.5241	305.8954	301.1675	301.5513	302.3008	301.5889	303.1473	302.0858	300.5067	302.0309	302.7135	301.993	301.9498	303.7097	306.1183	307.0595	303.4026	302.3981	303.0162	305.3427	302.6019	304.6881	307.5139	301.9529	302.364	304.5897	303.5371	304.5331	302.9889	304.2684	305.4114	303.9948	303.3995
226	zntRALE	PM01	B06	M9 minimal media no C source	R1	D-Gluconic acid	C00257	CAS 527-07-1	11.0	11.0	11.0	12.6807	11.0	15.3696	15.0676	13.6314	20.448	28.0854	39.5405	45.7243	43.3071	47.1906	38.8346	67.4926	63.3357	71.8368	71.0714	85.6258	85.8751	88.6218	92.0866	97.5887	105.2451	114.3784	133.6954	147.2469	160.8109	171.082	177.8269	187.2863	189.012	198.748	207.7616	208.0428	217.0509	215.1462	220.5192	223.4357	229.6847	230.3559	233.2088	232.2707	237.2205	237.265	239.1806	243.6812	242.0964	246.9904	245.9797	252.179	249.4068	250.6339	248.4546	254.6226	256.8513	259.0557	261.335	261.2928	262.3475	267.6575	263.3911	266.3914	263.9977	270.3568	270.1456	272.1589	274.4462	272.9283	274.5173	272.5779	275.3195	281.55	279.2824	280.9329	282.9924	283.1308	281.8141	278.8698	282.7025	286.1727	286.0264	287.3878	287.2532	288.3111	288.6803	288.3748	287.8586	290.4985	290.714	290.1704	291.6834	290.1403	290.3287	292.0991	289.5744	289.5287	290.6617	290.7713	290.7647	292.3498	291.8615	293.2943	290.4661	292.7973	291.3661	293.388	289.3564	289.9233	287.0856	291.2715	294.3868	290.4319	293.8811	291.9925	291.3314	292.6485	290.9803	294.2801	290.0233	290.8342	289.4249	295.7756	295.9603	291.8277	292.7749	294.4078	294.4619	292.6969	293.5217	293.5762	290.2508	293.9492	290.4806	294.4079	293.2451	295.8073	290.2784	291.5342	292.2191	292.0806	294.0652	291.6458	291.1283	294.0672	293.1813	292.3086	294.6525	291.7227	290.4023	293.6284	294.5144	291.715	292.304	292.4531	294.9956	293.4458	294.9849	293.9577	294.3763	290.8835	294.1726	293.0269	293.2105	294.0648	292.0468	294.3867	293.6031	293.1148	292.9788	294.1616	295.4445	293.5104	295.2139	293.2216	294.055	293.0682	294.5463	293.2795	296.8424	293.6268	293.0036	291.1895	292.9577	295.4833	295.8179	292.7777	295.9239	296.8112	294.3654	293.9288	295.6931
227	zntRALE	PM01	B06	M9 minimal media no C source	R2	D-Gluconic acid	C00257	CAS 527-07-1	11.0	11.0	11.0	11.0	11.0	11.0	11.0	12.2666	17.471	22.918	34.8356	36.5632	36.1934	34.6146	38.4204	52.4083	58.4935	65.5964	69.4871	74.9431	81.2753	82.9909	90.501	95.3447	102.0399	123.4553	139.9074	156.211	165.8896	180.1732	187.8033	192.7688	198.8795	207.0008	212.2536	214.0316	216.6844	221.3532	220.9134	228.1445	231.0858	233.3904	237.4103	242.0381	244.2516	243.7808	244.8714	249.4364	249.671	253.1786	258.0516	249.972	255.2326	257.6375	257.1789	260.3841	260.8119	263.1782	265.1742	261.7923	264.2018	268.4324	266.1794	268.3741	271.7321	270.7647	272.1535	274.6108	276.8554	277.5892	278.1638	277.0137	278.4563	279.7514	280.9597	282.7793	287.6157	287.8716	288.3664	289.5741	291.2775	289.3768	290.4373	290.6492	290.1026	290.9368	290.4858	292.4271	293.2087	289.7727	291.5032	291.8754	292.5737	287.205	289.0029	287.851	290.903	290.7641	287.6811	286.4192	288.4314	285.1212	284.918	287.5665	287.25	290.8111	289.4669	291.2646	289.9828	291.3737	292.2669	293.9507	290.5446	293.917	292.9764	290.8294	293.415	292.7708	293.5346	292.7258	291.4724	290.7978	290.6861	290.7173	294.1621	288.9411	292.2779	288.3835	289.4714	289.2404	290.7205	291.5198	292.175	295.0454	294.1424	294.1949	292.8585	291.6815	292.8613	291.4559	293.875	292.6234	295.6275	292.343	292.2751	290.7209	292.1602	293.5958	295.6395	293.1316	292.0294	294.9869	291.7002	295.0236	292.5581	291.3369	291.2891	292.5417	292.8734	293.8303	298.2926	294.024	294.9075	294.3761	292.1917	293.7285	297.0131	294.0875	295.2367	296.3594	295.882	294.5463	296.2163	295.6469	297.5952	298.8599	296.0621	295.7004	298.7252	298.9628	296.972	297.283	297.5535	296.0173	299.7436	296.504	294.9741	299.2783	294.1309	299.6895	296.1448	298.1483	297.2608
228	zntRALE	PM01	B07	M9 minimal media no C source	R1	DL-a-Glycerol Phosphate	C00093	CAS 3325-00-6	11.0	11.0	11.6327	11.0	11.0	11.7269	16.9238	11.7663	23.4134	31.006	40.6548	46.8235	54.7481	60.9757	69.0454	78.2819	84.3338	92.6674	97.767	107.5752	111.9474	111.6754	116.034	120.4141	121.6483	153.4426	153.3916	159.6772	153.8466	174.2421	170.5513	180.5846	174.1358	177.6062	191.2924	195.9463	195.7521	194.4297	195.2273	208.2347	205.7745	207.6356	213.0727	218.4051	221.3658	215.1486	225.3004	219.3039	223.7708	228.2659	231.3751	230.9491	233.3938	233.1951	238.3062	236.1592	237.3545	238.9264	237.8918	242.2838	245.7239	249.4809	245.8625	252.1929	255.4345	253.6842	257.1761	255.7884	254.5583	259.3626	257.2999	261.0958	263.2337	263.2017	255.4944	262.1262	263.1311	265.0519	265.7971	263.7053	268.4253	264.5133	264.6105	266.2943	267.4137	271.4323	270.1059	270.5133	272.2798	268.2957	273.1194	270.3096	273.3866	271.4167	272.758	270.6849	275.9429	274.9568	271.5954	274.457	273.8013	274.9896	275.6281	277.9803	274.5995	273.5282	274.8097	276.9372	275.1081	276.0892	274.7108	279.6616	275.4565	277.7329	276.5694	276.4613	277.4288	275.5663	273.8642	276.7562	275.1858	275.1219	278.1309	277.9079	276.6729	275.4459	273.9792	275.4877	276.0655	272.9475	275.3207	274.1226	271.7983	270.4909	270.5451	267.9462	270.5036	265.3382	267.5287	265.6435	264.258	263.3188	260.9399	260.8378	262.4831	257.5605	259.4778	258.1765	256.3923	254.8198	259.7025	253.597	253.8708	256.2461	253.8024	254.167	253.7297	253.4197	255.2999	255.6979	253.4829	252.6754	253.1715	253.4712	254.8379	252.1429	252.9442	252.7579	250.3502	251.1115	252.1501	251.9479	250.648	247.6517	247.6608	247.4901	249.5664	244.974	248.074	250.3608	247.7697	247.6655	251.0997	248.3531	247.403	247.0114	247.3769	247.673	244.5263	250.2715	247.7529	245.2797	245.9317
229	zntRALE	PM01	B07	M9 minimal media no C source	R2	DL-a-Glycerol Phosphate	C00093	CAS 3325-00-6	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.8568	16.3922	23.2767	35.3227	38.0858	49.4763	52.9686	63.0183	72.0261	78.0636	85.0122	89.6767	102.1417	113.1619	115.4197	119.682	128.5143	119.2211	151.525	152.2366	148.4486	157.1309	158.043	169.6855	164.2808	178.2094	181.1155	189.3286	197.4074	198.2849	195.1954	196.7739	201.3703	208.212	213.599	217.0577	214.6292	212.1335	220.0274	220.0461	223.356	226.6712	227.1244	229.1331	228.5959	235.6565	233.9508	234.8263	233.1984	235.2425	241.9852	241.5668	239.7007	242.3372	243.9957	241.7344	246.3136	249.7096	245.3541	243.4561	246.1432	248.1556	249.989	248.5445	254.3646	253.3578	253.4451	256.033	254.8924	255.8504	258.0467	261.3402	261.2592	263.1718	262.1393	265.5265	262.9482	264.3072	269.3446	264.0065	266.3979	264.6078	267.5742	264.6512	266.5406	267.8485	266.769	267.3258	266.7713	269.5427	266.2489	270.0769	268.567	268.5855	269.7514	272.9509	272.0811	273.6687	271.7632	272.3294	274.4409	275.4976	274.7048	274.9962	272.4991	274.902	271.8027	274.4268	270.6617	273.8226	271.9677	271.1169	270.0948	269.6611	265.7054	265.2798	261.4442	263.1039	261.8487	263.1684	266.3964	259.9867	259.0797	257.419	259.6109	260.4537	258.4582	260.3491	258.4191	258.4756	260.3551	253.7194	257.6338	255.1198	255.6708	253.4454	255.9196	255.8924	250.6648	251.1827	251.5569	252.4048	250.1004	253.1664	249.7572	250.3859	253.4821	248.3526	249.1231	250.2996	250.8159	251.958	249.9326	249.8062	249.1907	248.5141	247.296	251.2146	248.4085	247.8205	248.2703	246.4074	248.7661	251.6458	247.6608	246.3367	245.5541	246.3174	247.9389	247.1571	246.8153	247.3443	245.3224	250.8034	247.7036	248.0935	246.4553	244.5306	241.392	242.6892	245.9442	243.4822	249.371	247.4948	243.6282	243.4078
230	zntRALE	PM01	B08	M9 minimal media no C source	R1	D-Xylose	C00181	CAS 58-86-6	48.7109	50.7785	52.1881	53.9591	57.6901	57.9158	62.0186	60.46	67.2071	69.4457	77.8258	80.4278	81.2071	86.0732	91.7134	89.296	83.2929	99.4404	102.4314	106.2166	113.2218	113.4182	115.2149	119.1891	122.7998	133.0306	135.025	138.1159	141.9748	149.0736	152.0587	155.1299	159.1155	168.3611	178.2633	188.3997	197.415	197.0809	202.5369	211.4859	214.9863	220.3953	219.1735	225.9371	227.9033	233.4872	230.5564	227.6377	232.2126	234.5636	239.9615	243.3409	244.406	241.1913	243.7149	244.5732	246.8063	249.2995	251.4932	250.166	256.3142	257.8035	260.2391	255.3774	259.1761	260.8963	263.2868	263.332	263.9919	265.8617	266.6464	265.8183	266.0756	269.6466	267.6393	270.5302	274.5314	271.7655	269.9789	271.3337	276.1892	276.1074	275.0346	271.6968	278.502	277.7336	283.2906	286.4688	286.143	286.7351	290.6061	286.3773	288.6399	290.3267	288.424	288.2041	291.7185	285.9575	290.526	285.821	287.2877	282.9635	284.7352	284.3583	285.7861	284.1785	285.4935	284.5192	277.5872	279.8066	279.0432	281.9749	283.0125	286.5233	286.5705	283.034	284.2658	284.9161	282.848	282.833	285.2603	281.941	282.6317	284.2591	280.2098	284.3216	279.8369	283.7258	287.4901	282.5052	286.4977	282.4875	284.1919	287.3471	286.8508	285.7101	283.7734	284.6588	284.4092	283.1144	281.6251	284.2481	285.3826	287.1873	282.7059	285.2016	284.3627	286.7581	286.144	287.6424	284.1129	289.6911	287.0845	284.7064	287.0735	287.931	289.1224	286.9258	290.9318	293.3114	291.6444	287.6369	288.0753	290.9864	291.8863	290.6603	287.8858	291.1857	291.8973	292.6137	291.3943	289.5596	290.9025	289.3199	293.0794	290.344	292.7799	290.4121	288.8219	292.0321	293.9993	293.0175	292.8723	291.9998	289.8688	291.6237	292.1847	293.3176	293.0972	292.8801	292.697	294.575	293.7475
231	zntRALE	PM01	B08	M9 minimal media no C source	R2	D-Xylose	C00181	CAS 58-86-6	35.168	42.7459	43.8647	41.0037	45.451	45.8013	51.3977	52.1059	61.0748	62.7161	66.6373	75.8736	76.0018	77.9905	82.2981	75.4535	64.2962	84.32	93.9268	98.4752	102.0692	100.7062	112.4303	115.1281	117.9325	126.4797	128.755	139.7567	140.0297	147.9437	149.6143	154.8781	160.6607	164.7247	178.5169	190.2821	194.3074	199.6142	206.9733	212.9606	216.3846	224.8123	219.9276	221.1007	224.7215	227.0167	228.7769	238.4498	234.3302	235.8277	239.6109	243.881	248.6452	243.7359	243.8264	247.8966	252.8569	251.826	249.3822	250.5478	255.2532	252.4601	253.5519	258.3206	257.2274	251.2091	255.1968	259.0217	258.7466	259.1531	263.3212	259.2368	260.8573	262.6344	266.2341	266.2333	268.656	269.593	266.8093	271.6541	270.7801	275.4619	276.751	274.1478	276.1006	277.4235	281.0705	278.5739	280.456	284.017	281.9493	280.3082	275.1977	276.5656	275.9273	273.2193	273.4972	273.6581	271.6662	272.1419	271.1588	269.4745	271.4302	270.1318	268.401	271.6591	275.5731	272.502	269.6131	270.7345	269.8121	270.352	268.4443	270.0816	266.6185	264.076	272.0705	268.4635	269.2087	267.8997	265.81	266.2256	266.8506	266.0943	265.8297	263.4887	268.3343	268.6531	270.4246	271.9485	269.4349	272.1712	271.2073	271.3703	269.4545	271.0408	267.7108	270.8288	269.9001	269.177	270.0788	269.8662	268.838	271.3862	270.6449	271.6138	271.3626	270.0963	272.2837	268.9591	269.1286	267.9431	271.1042	269.9402	269.6739	271.8842	272.3105	272.4541	272.855	272.0169	272.1937	272.7892	270.0585	271.5183	269.7476	270.7013	274.1443	267.0598	268.6025	272.367	273.2233	271.0022	272.7523	270.6784	272.3658	273.6864	272.8636	274.4188	275.1083	276.2232	280.0073	277.1709	279.7412	277.0829	276.7195	276.9279	278.6031	275.5293	277.6222	277.6999	279.1458	280.0004	280.3212
